"battle_end_date","battle_end_time","serial","monster_id","is_win"
2024-10-23,21:39:10,2,13,false
2024-10-23,21:39:44,1,10,false
2024-10-23,21:39:44,2,14,true
2024-10-23,22:03:00,1,12,true
2024-10-23,22:03:00,2,3,false
2024-10-23,22:27:00,1,14,true
2024-10-23,22:27:00,2,4,false
2024-10-24,00:18:44,1,8,true
2024-10-24,00:18:44,2,12,false
2024-10-24,00:38:00,1,6,true
2024-10-24,00:38:00,2,3,false
2024-10-24,00:38:00,3,7,false
2024-10-24,00:42:38,1,19,false
2024-10-24,00:42:38,2,17,true
2024-10-24,00:42:38,3,10,false
2024-10-24,00:45:11,1,13,true
2024-10-24,00:45:11,2,5,false
2024-10-24,22:09:54,1,4,true
2024-10-24,22:09:54,2,6,false
2024-10-24,22:10:16,1,8,true
2024-10-24,22:10:16,2,7,false
2024-10-24,22:18:01,1,17,true
2024-10-24,22:18:01,2,14,false
2024-10-24,22:18:01,3,9,false
2024-10-24,22:18:01,4,16,false
2024-10-24,22:20:20,1,3,true
2024-10-24,22:20:20,2,5,false
2024-10-24,22:22:43,1,11,true
2024-10-24,22:22:43,2,4,false
2024-10-24,22:24:09,1,17,false
2024-10-24,22:24:09,2,5,false
2024-10-24,22:24:09,3,7,true
2024-10-24,22:26:53,1,17,false
2024-10-24,22:26:53,2,5,true
2024-10-24,22:39:54,1,5,true
2024-10-24,22:39:54,2,14,false
2024-10-24,22:41:21,1,18,false
2024-10-24,22:41:21,2,17,true
2024-10-24,22:42:48,1,16,false
2024-10-24,22:42:48,2,17,true
2024-10-24,23:01:49,1,9,false
2024-10-24,23:01:49,2,1,true
2024-10-24,23:01:49,3,5,false
2024-10-24,23:31:20,1,15,true
2024-10-24,23:31:20,2,12,false
2024-10-24,23:31:20,3,6,false
2024-10-24,23:31:20,4,11,false
2024-10-24,23:31:20,5,4,false
2024-10-25,00:12:14,1,7,false
2024-10-25,00:12:14,2,2,false
2024-10-25,00:12:14,3,1,true
2024-10-25,00:22:15,1,8,false
2024-10-25,00:22:15,2,16,true
2024-10-26,00:08:31,1,2,true
2024-10-26,00:08:31,2,3,false
2024-10-26,00:08:31,3,1,false
2024-10-26,00:15:07,1,13,false
2024-10-26,00:15:07,2,16,true
2024-10-26,00:15:07,3,7,false
2024-10-26,00:44:40,1,18,false
2024-10-26,00:44:40,2,9,false
2024-10-26,00:45:34,1,1,true
2024-10-26,00:45:34,2,4,false
2024-10-26,00:47:20,1,7,false
2024-10-26,00:47:20,2,16,true
2024-10-26,00:48:14,1,2,true
2024-10-26,00:48:14,2,14,false
2024-10-26,02:37:11,1,13,false
2024-10-26,02:37:11,2,1,true
2024-10-26,02:42:50,1,9,true
2024-10-26,02:42:50,2,11,false
2024-10-26,02:49:18,1,19,true
2024-10-26,02:49:18,2,9,false
2024-10-26,03:00:06,1,2,true
2024-10-26,03:00:06,2,5,false
2024-10-26,03:00:06,3,9,false
2024-10-26,03:00:06,4,8,false
2024-10-26,13:47:28,1,3,false
2024-10-26,13:47:28,2,11,true
2024-10-26,13:47:28,3,12,false
2024-10-26,13:48:49,1,19,false
2024-10-26,13:48:49,2,15,true
2024-10-26,13:48:49,3,8,false
2024-10-26,13:48:49,4,5,false
2024-10-26,13:49:11,1,2,false
2024-10-26,13:49:11,2,15,true
2024-10-26,17:26:02,1,19,false
2024-10-26,17:26:02,2,3,false
2024-10-26,17:26:02,3,17,true
2024-10-26,17:26:02,4,11,false
2024-10-26,21:11:09,1,9,false
2024-10-26,21:11:09,2,6,false
2024-10-26,21:11:09,3,2,true
2024-10-26,21:11:09,4,12,false
2024-10-26,21:12:15,1,18,false
2024-10-26,21:12:15,2,1,false
2024-10-26,21:12:15,3,9,false
2024-10-26,21:12:15,4,10,false
2024-10-26,21:12:15,5,5,true
2024-10-26,21:16:22,1,15,false
2024-10-26,21:16:22,2,3,false
2024-10-26,21:16:22,3,18,false
2024-10-26,21:16:22,4,16,true
2024-10-26,21:16:22,5,10,false
2024-10-26,21:20:13,1,9,true
2024-10-26,21:20:13,2,10,false
2024-10-26,21:20:13,3,12,false
2024-10-26,21:20:13,4,14,false
2024-10-26,21:20:13,5,8,false
2024-10-26,21:20:13,6,17,false
2024-10-27,00:58:28,1,21,true
2024-10-27,00:58:28,2,12,false
2024-10-27,00:59:09,1,6,false
2024-10-27,00:59:09,2,35,true
2024-10-27,01:07:21,1,25,true
2024-10-27,01:07:21,2,1,false
2024-10-27,01:08:41,1,6,false
2024-10-27,01:08:41,2,3,false
2024-10-27,01:08:41,3,18,true
2024-10-27,01:13:09,1,40,true
2024-10-27,01:13:09,2,28,false
2024-10-27,01:18:42,1,32,true
2024-10-27,01:18:42,2,3,false
2024-10-27,01:18:42,3,42,false
2024-10-27,01:18:42,4,29,false
2024-10-27,01:32:38,1,21,true
2024-10-27,01:32:38,2,32,false
2024-10-27,01:32:38,3,12,false
2024-10-27,01:32:38,4,35,false
2024-10-27,01:36:46,1,41,false
2024-10-27,01:36:46,2,34,false
2024-10-27,01:36:46,3,17,false
2024-10-27,01:36:46,4,7,true
2024-10-27,04:52:37,1,12,false
2024-10-27,04:52:37,2,45,false
2024-10-27,04:52:37,3,37,false
2024-10-27,04:52:37,4,11,true
2024-10-27,05:26:24,1,38,false
2024-10-27,05:26:24,2,36,true
2024-10-27,05:26:24,3,41,false
2024-10-27,05:26:24,4,7,false
2024-10-27,05:27:30,1,7,true
2024-10-27,05:27:30,2,18,false
2024-10-27,05:27:30,3,4,false
2024-10-27,05:42:03,1,4,true
2024-10-27,05:42:03,2,33,false
2024-10-27,05:45:23,1,22,false
2024-10-27,05:45:23,2,45,true
2024-10-27,06:03:57,1,37,false
2024-10-27,06:03:57,2,38,true
2024-10-27,06:06:04,1,24,false
2024-10-27,06:06:04,2,26,true
2024-10-27,06:09:08,1,44,true
2024-10-27,06:09:08,2,30,false
2024-10-27,06:10:05,1,43,true
2024-10-27,06:10:05,2,16,false
2024-10-27,06:24:41,1,6,false
2024-10-27,06:24:41,2,32,false
2024-10-27,06:24:41,3,45,true
2024-10-27,06:24:41,4,29,false
2024-10-27,06:31:54,1,18,true
2024-10-27,06:31:54,2,25,false
2024-10-27,06:31:54,3,19,false
2024-10-27,06:31:54,4,3,false
2024-10-27,10:45:04,1,14,false
2024-10-27,10:45:04,2,4,false
2024-10-27,10:45:04,3,32,false
2024-10-27,10:45:04,4,5,true
2024-10-27,10:45:04,5,15,false
2024-10-27,11:01:59,1,14,false
2024-10-27,11:01:59,2,4,true
2024-10-27,11:01:59,3,5,false
2024-10-27,11:01:59,4,15,false
2024-10-27,11:03:46,1,14,false
2024-10-27,11:03:46,2,4,false
2024-10-27,11:03:46,3,5,true
2024-10-27,11:03:46,4,15,false
2024-10-27,11:06:46,1,14,false
2024-10-27,11:06:46,2,4,false
2024-10-27,11:06:46,3,5,true
2024-10-27,11:06:46,4,15,false
2024-10-27,11:10:53,1,14,false
2024-10-27,11:10:53,2,4,false
2024-10-27,11:10:53,3,5,false
2024-10-27,11:10:53,4,15,true
2024-10-27,11:16:12,1,14,false
2024-10-27,11:16:12,2,4,false
2024-10-27,11:16:12,3,5,true
2024-10-27,11:16:12,4,15,false
2024-10-27,11:34:51,1,14,true
2024-10-27,11:34:51,2,4,false
2024-10-27,11:34:51,3,40,false
2024-10-27,11:34:51,4,5,false
2024-10-27,11:34:51,5,15,false
2024-10-27,11:54:14,1,14,false
2024-10-27,11:54:14,2,4,true
2024-10-27,11:54:14,3,40,false
2024-10-27,12:01:17,1,14,false
2024-10-27,12:01:17,2,4,false
2024-10-27,12:01:17,3,40,true
2024-10-27,12:05:23,1,14,false
2024-10-27,12:05:23,2,4,true
2024-10-27,12:05:23,3,40,false
2024-10-27,21:10:23,1,14,true
2024-10-27,21:10:23,2,4,false
2024-10-27,21:10:23,3,40,false
2024-10-27,23:15:45,1,14,true
2024-10-27,23:15:45,2,4,false
2024-10-27,23:15:45,3,40,false
2024-10-27,23:31:38,1,29,true
2024-10-27,23:31:38,2,19,false
2024-10-27,23:31:38,3,11,false
2024-10-27,23:31:38,4,22,false
2024-10-28,00:02:13,1,10,true
2024-10-28,00:02:13,2,22,false
2024-10-28,00:02:13,3,11,false
2024-10-28,00:02:13,4,34,false
2024-10-28,00:02:13,5,12,false
2024-10-28,00:03:37,1,41,false
2024-10-28,00:03:37,2,37,false
2024-10-28,00:03:37,3,4,false
2024-10-28,00:03:37,4,34,false
2024-10-28,00:03:37,5,39,true
2024-10-28,00:07:14,1,44,false
2024-10-28,00:07:14,2,39,false
2024-10-28,00:07:14,3,2,false
2024-10-28,00:07:14,4,40,false
2024-10-28,00:07:14,5,5,true
2024-10-28,00:10:42,1,12,true
2024-10-28,00:10:42,2,40,false
2024-10-28,00:18:41,1,22,true
2024-10-28,00:18:41,2,26,false
2024-10-28,00:19:52,1,11,false
2024-10-28,00:19:52,2,29,true
2024-10-28,00:19:52,3,26,false
2024-10-28,00:19:52,4,16,false
2024-10-28,22:13:14,1,40,false
2024-10-28,22:13:14,2,12,true
2024-10-28,22:13:14,3,15,false
2024-10-28,22:23:15,1,16,false
2024-10-28,22:23:15,2,3,true
2024-10-28,22:23:15,3,33,false
2024-10-28,22:23:15,4,8,false
2024-10-29,21:59:36,1,19,false
2024-10-29,21:59:36,2,35,true
2024-10-29,22:00:21,1,18,false
2024-10-29,22:00:21,2,12,true
2024-10-29,22:03:27,1,27,false
2024-10-29,22:03:27,2,42,true
2024-10-29,22:03:27,3,21,false
2024-10-29,23:14:42,1,11,true
2024-10-29,23:14:42,2,33,false
2024-10-31,00:28:05,1,24,false
2024-10-31,00:28:05,2,22,true
2024-10-31,00:29:51,1,45,true
2024-10-31,00:29:51,2,71,false
2024-10-31,00:29:51,3,53,false
2024-10-31,00:46:20,1,34,false
2024-10-31,00:46:20,2,64,true
2024-10-31,00:46:20,3,9,false
2024-10-31,00:48:12,1,35,true
2024-10-31,00:48:12,2,76,false
2024-10-31,00:48:12,3,44,false
2024-10-31,00:51:16,1,7,false
2024-10-31,00:51:16,2,71,false
2024-10-31,00:51:16,3,80,true
2024-10-31,00:53:06,1,39,false
2024-10-31,00:53:06,2,82,true
2024-10-31,01:04:51,1,21,false
2024-10-31,01:04:51,2,14,false
2024-10-31,01:04:51,3,15,true
2024-10-31,01:04:51,4,36,false
2024-10-31,01:08:34,1,45,true
2024-10-31,01:08:34,2,16,false
2024-10-31,01:08:34,3,31,false
2024-10-31,01:08:34,4,37,false
2024-10-31,01:11:03,1,50,false
2024-10-31,01:11:03,2,52,false
2024-10-31,01:11:03,3,58,false
2024-10-31,01:11:03,4,12,true
2024-10-31,01:14:45,1,45,true
2024-10-31,01:14:45,2,74,false
2024-10-31,01:14:45,3,84,false
2024-10-31,01:14:45,4,34,false
2024-10-31,01:14:45,5,44,false
2024-10-31,01:26:35,1,17,true
2024-10-31,01:26:35,2,35,false
2024-10-31,01:26:35,3,2,false
2024-10-31,01:26:35,4,15,false
2024-10-31,22:37:55,1,80,false
2024-10-31,22:37:55,2,5,true
2024-10-31,22:37:55,3,45,false
2024-10-31,22:41:55,1,28,true
2024-10-31,22:41:55,2,47,false
2024-10-31,22:41:55,3,38,false
2024-11-01,17:25:09,1,13,true
2024-11-01,17:25:09,2,59,false
2024-11-01,17:25:09,3,64,false
2024-11-01,17:31:08,1,78,false
2024-11-01,17:31:08,2,15,false
2024-11-01,17:31:08,3,28,true
2024-11-01,18:04:39,1,78,true
2024-11-01,18:04:39,2,41,false
2024-11-01,18:04:39,3,28,false
2024-11-01,18:05:18,1,77,false
2024-11-01,18:05:18,2,33,false
2024-11-01,18:05:18,3,62,true
2024-11-01,23:37:08,1,43,false
2024-11-01,23:37:08,2,63,false
2024-11-01,23:37:08,3,28,false
2024-11-01,23:37:08,4,77,false
2024-11-01,23:37:08,5,76,true
2024-11-01,23:40:20,1,20,false
2024-11-01,23:40:20,2,55,true
2024-11-01,23:40:20,3,45,false
2024-11-01,23:48:13,1,19,false
2024-11-01,23:48:13,2,77,false
2024-11-01,23:48:13,3,64,false
2024-11-01,23:48:13,4,18,true
2024-11-01,23:50:19,1,63,false
2024-11-01,23:50:19,2,60,true
2024-11-01,23:55:55,1,49,false
2024-11-01,23:55:55,2,52,true
2024-11-01,23:55:55,3,36,false
2024-11-01,23:55:55,4,53,false
2024-11-01,23:55:55,5,44,false
2024-11-01,23:56:35,1,20,false
2024-11-01,23:56:35,2,60,true
2024-11-02,00:00:34,1,65,false
2024-11-02,00:00:34,2,77,false
2024-11-02,00:00:34,3,47,true
2024-11-02,00:00:34,4,27,false
2024-11-02,00:00:34,5,24,false
2024-11-02,00:00:43,1,28,false
2024-11-02,00:00:43,2,16,true
2024-11-02,00:00:43,3,36,false
2024-11-02,00:00:43,4,61,false
2024-11-02,00:01:00,1,16,false
2024-11-02,00:01:00,2,74,true
2024-11-02,00:01:00,3,24,false
2024-11-02,00:01:00,4,31,false
2024-11-02,00:01:36,1,58,false
2024-11-02,00:01:36,2,72,false
2024-11-02,00:01:36,3,15,false
2024-11-02,00:01:36,4,69,false
2024-11-02,00:01:36,5,31,true
2024-11-02,00:01:36,6,66,false
2024-11-02,00:14:15,1,14,false
2024-11-02,00:14:15,2,11,true
2024-11-02,00:14:15,3,58,false
2024-11-02,00:14:15,4,3,false
2024-11-02,00:14:15,5,2,false
2024-11-02,00:14:41,1,47,false
2024-11-02,00:14:41,2,51,false
2024-11-02,00:14:41,3,70,true
2024-11-02,00:14:41,4,24,false
2024-11-02,00:31:43,1,54,true
2024-11-02,00:31:43,2,84,false
2024-11-02,00:31:43,3,67,false
2024-11-02,00:31:43,4,11,false
2024-11-02,00:44:15,1,17,false
2024-11-02,00:44:15,2,30,false
2024-11-02,00:44:15,3,77,false
2024-11-02,00:44:15,4,55,true
2024-11-02,00:47:15,1,54,true
2024-11-02,00:47:15,2,36,false
2024-11-02,00:47:15,3,24,false
2024-11-02,00:47:15,4,4,false
2024-11-02,00:50:15,1,64,true
2024-11-02,00:50:15,2,83,false
2024-11-02,00:50:15,3,51,false
2024-11-02,01:08:53,1,15,false
2024-11-02,01:08:53,2,59,true
2024-11-02,01:08:53,3,70,false
2024-11-02,01:08:53,4,77,false
2024-11-03,20:12:53,1,30,false
2024-11-03,20:12:53,2,61,true
2024-11-03,20:12:53,3,5,false
2024-11-03,20:12:53,4,7,false
2024-11-03,22:00:02,1,37,false
2024-11-03,22:00:02,2,82,true
2024-11-03,22:00:02,3,65,false
2024-11-03,22:03:02,1,16,false
2024-11-03,22:03:02,2,6,false
2024-11-03,22:03:02,3,35,false
2024-11-03,22:03:02,4,66,false
2024-11-03,22:03:02,5,82,true
2024-11-03,22:03:02,6,41,false
2024-11-03,22:06:02,1,73,false
2024-11-03,22:06:02,2,22,false
2024-11-03,22:06:02,3,61,false
2024-11-03,22:06:02,4,29,true
2024-11-03,22:06:02,5,36,false
2024-11-03,22:06:02,6,40,false
2024-11-05,22:00:06,1,30,false
2024-11-05,22:00:06,2,2,false
2024-11-05,22:00:06,3,75,true
2024-11-05,22:00:06,4,21,false
2024-11-05,22:00:06,5,43,false
2024-11-05,22:03:06,1,5,false
2024-11-05,22:03:06,2,4,false
2024-11-05,22:03:06,3,29,true
2024-11-05,22:03:06,4,75,false
2024-11-05,22:03:06,5,35,false
2024-11-05,22:03:06,6,38,false
2024-11-05,22:06:07,1,72,true
2024-11-05,22:06:07,2,36,false
2024-11-07,22:00:04,1,37,true
2024-11-07,22:00:04,2,55,false
2024-11-07,22:00:04,3,58,false
2024-11-07,22:00:04,4,14,false
2024-11-07,22:00:04,5,53,false
2024-11-07,22:00:04,6,56,false
2024-11-07,22:03:04,1,5,true
2024-11-07,22:03:04,2,15,false
2024-11-07,22:03:04,3,37,false
2024-11-07,22:06:04,1,68,true
2024-11-07,22:06:04,2,19,false
2024-11-07,22:06:04,3,38,false
2024-11-09,01:13:41,1,26,true
2024-11-09,01:13:41,2,55,false
2024-11-09,01:13:41,3,63,false
2024-11-11,22:12:42,1,70,true
2024-11-11,22:12:42,2,12,false
2024-11-11,22:12:42,3,51,false
2024-11-11,22:12:42,4,40,false
2024-11-11,22:12:42,5,71,false
2024-11-11,22:13:02,1,5,true
2024-11-11,22:13:02,2,17,false
2024-11-11,22:13:02,3,77,false
2024-11-11,22:13:02,4,30,false
2024-11-11,22:14:42,1,8,false
2024-11-11,22:14:42,2,43,true
2024-11-11,22:15:02,1,47,false
2024-11-11,22:15:02,2,64,true
2024-11-11,22:15:02,3,58,false
2024-11-11,22:15:02,4,35,false
2024-11-11,22:15:02,5,77,false
2024-11-11,22:15:02,6,44,false
2024-11-11,22:16:42,1,40,false
2024-11-11,22:16:42,2,52,true
2024-11-11,22:17:02,1,54,true
2024-11-11,22:17:02,2,10,false
2024-11-11,22:17:02,3,62,false
2024-11-11,22:17:02,4,5,false
2024-11-11,22:17:02,5,81,false
2024-11-11,22:17:02,6,25,false
2024-11-11,22:31:35,1,27,true
2024-11-11,22:31:35,2,8,false
2024-11-11,22:31:35,3,19,false
2024-11-11,22:32:29,1,71,false
2024-11-11,22:32:29,2,44,false
2024-11-11,22:32:29,3,3,true
2024-11-11,22:32:29,4,74,false
2024-11-11,22:33:35,1,74,false
2024-11-11,22:33:35,2,39,false
2024-11-11,22:33:35,3,72,false
2024-11-11,22:33:35,4,10,false
2024-11-11,22:33:35,5,55,true
2024-11-11,22:33:35,6,71,false
2024-11-11,22:34:29,1,14,false
2024-11-11,22:34:29,2,24,false
2024-11-11,22:34:29,3,35,false
2024-11-11,22:34:29,4,48,true
2024-11-11,22:34:29,5,51,false
2024-11-11,22:35:35,1,25,false
2024-11-11,22:35:35,2,76,true
2024-11-11,22:36:29,1,38,false
2024-11-11,22:36:29,2,75,false
2024-11-11,22:36:29,3,50,false
2024-11-11,22:36:29,4,78,true
2024-11-11,22:36:29,5,1,false
2024-11-11,23:02:39,1,23,false
2024-11-11,23:02:39,2,11,false
2024-11-11,23:02:39,3,50,false
2024-11-11,23:02:39,4,70,true
2024-11-11,23:04:39,1,53,false
2024-11-11,23:04:39,2,44,false
2024-11-11,23:04:39,3,62,false
2024-11-11,23:04:39,4,70,true
2024-11-11,23:04:39,5,52,false
2024-11-11,23:06:39,1,21,false
2024-11-11,23:06:39,2,16,true
2024-11-11,23:06:39,3,43,false
2024-11-11,23:06:39,4,25,false
2024-11-11,23:06:39,5,36,false
